,cc_num,category,amt,gender,is_fraud,age,trans_month,trans_year,lat_dis,long_dis
114,3.75768E+14,grocery_net,106.19,1,0,56,1,2019,0.310702,0.797095
115,6.01139E+15,grocery_pos,129.09,0,0,67,1,2019,0.81417,0.314367
116,3.59233E+15,entertainment,7.06,0,0,83,1,2019,0.138607,0.792119
117,4.60707E+15,gas_transport,61.71,0,0,33,1,2019,0.796147,0.256815
118,4.22973E+15,gas_transport,45.77,1,0,28,1,2019,0.997663,0.600387
119,5.02013E+11,gas_transport,61,0,0,73,1,2019,0.492314,0.134431
120,4.64289E+12,grocery_net,38.7,1,0,28,1,2019,0.869012,0.844093
121,5.01883E+11,food_dining,98.24,0,0,57,1,2019,0.521935,0.371178
122,3.02704E+13,misc_net,3.66,0,0,46,1,2019,0.0672,0.950395
123,4.68364E+12,misc_pos,34.11,1,0,46,1,2019,0.223879,0.912137
124,3.56788E+15,grocery_pos,134.66,0,0,60,1,2019,0.063214,0.415761
125,3.56874E+15,grocery_net,55.6,1,0,44,1,2019,0.730118,0.62641
126,3.56788E+15,gas_transport,58.79,0,0,60,1,2019,0.042265,0.007525
127,5.10481E+15,grocery_net,57.43,0,0,40,1,2019,0.839534,0.624305
128,6.0111E+15,grocery_pos,83.81,0,0,33,1,2019,0.146404,0.109108
129,3.50659E+15,grocery_net,27.03,1,0,17,1,2019,0.407909,0.316719
130,3.51961E+15,misc_net,23.8,0,0,89,1,2019,0.615977,0.212137
131,6.76246E+11,shopping_pos,3.74,0,0,58,1,2019,0.527665,0.091943
132,3.63605E+13,misc_pos,9.07,1,0,64,1,2019,0.726979,0.177254
133,3.5433E+15,gas_transport,64.72,0,0,41,1,2019,0.615686,0.203647
134,6.0115E+15,grocery_pos,92.56,0,0,47,1,2019,0.837438,0.005995
135,3.56788E+15,grocery_pos,113.19,0,0,60,1,2019,0.407936,0.494342
136,4.95859E+18,food_dining,187.27,1,0,68,1,2019,0.487456,0.774568
137,3.56594E+15,food_dining,68.24,1,0,55,1,2019,0.234289,0.057715
138,4.06058E+15,shopping_pos,636.41,1,0,70,1,2019,0.723395,0.836089
139,4.18653E+12,shopping_net,500.92,0,0,52,1,2019,0.9636,0.455828
140,5.55986E+15,shopping_pos,2.1,1,0,73,1,2019,0.515767,0.097654
141,6.51507E+15,gas_transport,69.54,1,0,28,1,2019,0.733734,0.318932
142,3.00747E+13,gas_transport,84.23,0,0,25,1,2019,0.178423,0.513141
143,3.54169E+15,grocery_pos,117.77,1,0,55,1,2019,0.031876,0.530906
144,2.13175E+14,shopping_net,5.61,0,0,64,1,2019,0.361429,0.115321
145,3.67214E+13,gas_transport,71.74,1,0,50,1,2019,0.892265,0.893842
146,3.51138E+15,gas_transport,75.76,1,0,45,1,2019,0.962085,0.114354
147,6.01137E+15,gas_transport,83.1,0,0,30,1,2019,0.964651,0.153455
148,3.8199E+13,misc_pos,32.82,1,0,30,1,2019,0.847633,0.389367
149,2.13113E+14,gas_transport,57.5,0,0,59,1,2019,0.598407,0.794398
150,4.65388E+15,grocery_net,53.87,0,0,19,1,2019,0.273282,0.175322
151,3.74125E+14,gas_transport,47.1,1,0,48,1,2019,0.111976,0.094548
152,3.00747E+13,misc_pos,184.83,0,0,25,1,2019,0.600846,0.343013
153,3.58364E+15,grocery_net,56.35,0,0,34,1,2019,0.816785,0.354836
154,3.54116E+15,grocery_net,55.81,1,0,15,1,2019,0.003519,0.088277
155,3.51961E+15,gas_transport,67.91,0,0,89,1,2019,0.410769,0.58524
156,3.48379E+14,gas_transport,75.82,1,0,61,1,2019,0.664221,0.338776
157,4.68364E+12,grocery_pos,123.14,1,0,46,1,2019,0.770036,0.40276
158,3.74822E+14,shopping_pos,8.34,1,0,91,1,2019,0.437212,0.712813
159,3.04424E+13,misc_net,14.03,0,0,37,1,2019,0.706216,0.694966
160,2.13125E+14,shopping_pos,1.46,1,0,56,1,2019,0.497788,0.623768
161,4.64685E+18,misc_pos,10.26,0,0,28,1,2019,0.020602,0.423504
162,2.23388E+15,misc_net,3.67,0,0,59,1,2019,0.306412,0.565992
163,4.62356E+12,shopping_net,8.95,1,0,64,1,2019,0.396726,0.070376
164,3.74656E+14,grocery_pos,51.6,1,0,34,1,2019,0.698292,0.481507
165,4.99773E+15,grocery_pos,204.72,0,0,47,1,2019,0.835129,0.142972
166,3.68903E+13,misc_net,4.47,0,0,68,1,2019,0.217251,0.289531
167,4.53857E+12,shopping_pos,4.08,1,0,51,1,2019,0.668254,0.840312
168,3.5149E+15,entertainment,145.75,1,0,66,1,2019,0.511838,0.740299
169,4.0891E+18,gas_transport,56.34,0,0,35,1,2019,0.338972,0.103634
170,4.41058E+18,food_dining,31.8,1,0,49,1,2019,0.721691,0.758827
171,3.57766E+15,gas_transport,63.39,1,0,50,1,2019,0.808027,0.841495
172,3.55865E+15,shopping_pos,8.29,0,0,87,1,2019,0.573014,0.762593
173,2.31806E+15,grocery_pos,78.13,1,0,78,1,2019,0.813529,0.632605
174,4.99811E+15,gas_transport,52.67,0,0,31,1,2019,0.700716,0.883656
175,4.07977E+12,shopping_net,2.11,1,0,53,1,2019,0.084602,0.780668
176,4.74071E+15,entertainment,5.27,0,0,56,1,2019,0.598675,0.427554
177,4.97942E+15,shopping_pos,1.42,0,0,83,1,2019,0.628713,0.372566
178,6.01155E+15,grocery_pos,104.08,1,0,37,1,2019,0.622742,0.669054
179,4.11655E+15,shopping_pos,9.63,0,0,84,1,2019,0.805788,0.634379
180,3.57579E+15,gas_transport,39.98,0,0,29,1,2019,0.206001,0.300844
181,4.56E+18,grocery_pos,192.82,0,0,26,1,2019,0.411724,0.800835
182,4.39352E+12,misc_pos,34.76,1,0,36,1,2019,0.54974,0.306007
183,4.48826E+18,misc_pos,9.5,0,0,89,1,2019,0.142628,0.776169
184,3.0093E+13,grocery_pos,182.1,0,0,47,1,2019,0.879129,0.54421
185,4.19847E+12,grocery_pos,78.43,0,0,47,1,2019,0.988618,0.139005
186,4.30248E+15,grocery_net,76.37,1,0,23,1,2019,0.803416,0.504947
187,4.68352E+15,misc_net,6.37,1,0,23,1,2019,0.193957,0.800288
188,3.53374E+15,grocery_net,28.37,1,0,21,1,2019,0.955452,0.966425
189,4.96986E+15,shopping_net,5.82,0,0,67,1,2019,0.526087,0.859761
190,3.03447E+13,grocery_net,41.01,0,0,51,1,2019,0.136497,0.848201
191,3.54155E+15,gas_transport,70.56,0,0,79,1,2019,0.040948,0.013835
192,4.7614E+18,gas_transport,57.64,0,0,32,1,2019,0.110061,0.217245
193,4.23955E+15,gas_transport,119.47,1,0,82,1,2019,0.605779,0.029764
194,6.51722E+15,grocery_pos,117.29,1,0,60,1,2019,0.390374,0.344568
195,3.56034E+15,entertainment,65.05,1,0,65,1,2019,0.690038,0.531679
196,4.36401E+15,gas_transport,61.99,1,0,21,1,2019,0.974348,0.288489
197,4.33423E+15,gas_transport,49.53,1,0,51,1,2019,0.021523,0.792395
198,4.46978E+18,grocery_net,54.47,1,0,38,1,2019,0.613251,0.720139
199,4.82666E+15,shopping_net,6.05,0,0,55,1,2019,0.069562,0.92483
200,3.59511E+15,grocery_pos,157.07,1,0,61,1,2019,0.410405,0.701059
201,4.746E+12,gas_transport,59.19,0,0,20,1,2019,0.057015,0.596651
202,4.99811E+15,misc_pos,13.67,0,0,31,1,2019,0.903608,0.091296
203,3.57643E+15,grocery_net,57.57,0,0,37,1,2019,0.926543,0.139986
204,3.56609E+15,misc_pos,99.08,0,0,47,1,2019,0.009264,0.327209
205,3.5989E+15,gas_transport,72.67,1,0,48,1,2019,0.613975,0.621202
206,3.75534E+14,grocery_pos,103.77,1,0,32,1,2019,0.377834,0.813338
207,4.99235E+18,grocery_pos,123.35,1,0,63,1,2019,0.659598,0.565604
208,6.57356E+15,misc_pos,2.07,0,0,50,1,2019,0.347571,0.514187
209,3.57339E+15,misc_pos,7.16,0,0,49,1,2019,0.863594,0.725529
210,2.26494E+15,gas_transport,74.6,1,0,23,1,2019,0.709665,0.753845
211,3.53433E+15,misc_pos,39.92,1,0,40,1,2019,0.098811,0.599837
212,4.44953E+15,misc_net,29.19,0,0,64,1,2019,0.639546,0.864272
213,3.60781E+13,gas_transport,56.76,1,0,92,1,2019,0.644864,0.499252
214,4.22035E+12,shopping_pos,7.6,1,0,58,1,2019,0.970201,0.560011
215,4.71083E+18,grocery_pos,128.24,1,0,55,1,2019,0.34392,0.361143
216,4.11976E+15,shopping_pos,19.73,0,0,73,1,2019,0.396548,0.746577
217,4.1714E+15,grocery_pos,88.67,0,0,84,1,2019,0.753164,0.550345
218,3.77027E+14,misc_net,185.04,0,0,44,1,2019,0.808688,0.339105
219,3.53318E+15,gas_transport,48.66,1,0,67,1,2019,0.193197,0.740698
220,2.23534E+15,gas_transport,47.01,0,0,55,1,2019,0.825018,0.887867
221,4.95859E+18,grocery_pos,79.96,1,0,68,1,2019,0.495904,0.262974
222,4.19574E+12,misc_pos,3.32,1,0,55,1,2019,0.802715,0.579323
223,3.60781E+13,gas_transport,67,1,0,92,1,2019,0.551868,0.889052
224,4.56189E+12,misc_pos,1.67,0,0,50,1,2019,0.263374,0.782378
225,6.01123E+15,misc_net,150.61,1,0,25,1,2019,0.998383,0.826382
226,4.6817E+12,misc_net,4.73,1,0,40,1,2019,0.119289,0.676723
227,3.40954E+14,grocery_pos,60.71,1,0,38,1,2019,0.178375,0.703533
228,3.73905E+14,grocery_net,59.84,0,0,48,1,2019,0.4333,0.506676
229,4.92638E+15,grocery_pos,196.36,0,0,41,1,2019,0.265435,0.902092
230,2.13155E+14,shopping_pos,140.12,1,0,36,1,2019,0.81064,0.878385
231,4.50254E+18,misc_net,19.1,0,0,92,1,2019,0.868719,0.641235
232,4.31137E+18,shopping_net,1055.47,1,0,49,1,2019,0.828636,0.431431
233,1.80068E+14,misc_net,193.9,0,0,77,1,2019,0.907224,0.506335
234,3.72246E+14,grocery_pos,140.33,1,0,48,1,2019,0.352474,0.944198
235,4.87378E+15,misc_net,16.65,0,0,44,1,2019,0.595001,0.590293
236,3.41546E+14,shopping_net,8.7,1,0,79,1,2019,0.267897,0.476074
237,3.05612E+13,grocery_net,55.25,0,0,20,1,2019,0.366535,0.352919
238,4.71079E+15,gas_transport,43.83,1,0,32,1,2019,0.315673,0.595854
239,3.02429E+13,shopping_net,2.74,1,0,60,1,2019,0.613235,0.443412
240,5.81686E+11,grocery_net,59.67,1,0,45,1,2019,0.628716,0.738061
241,4.58626E+12,shopping_pos,3.19,0,0,65,1,2019,0.836493,0.762008
242,3.02353E+13,misc_net,7.25,1,0,41,1,2019,0.293185,0.725407
243,4.58766E+18,grocery_net,25.89,0,0,14,1,2019,0.176155,0.182085
244,1.80067E+14,grocery_net,90.24,0,0,26,1,2019,0.790716,0.603252
245,4.87378E+15,grocery_pos,202.71,0,0,44,1,2019,0.742675,0.98742
246,3.43464E+14,shopping_pos,378.58,0,0,56,1,2019,0.13879,0.852821
247,3.64859E+13,grocery_net,22.08,1,0,13,1,2019,0.490984,0.594644
248,3.55916E+15,gas_transport,75.73,1,0,44,1,2019,0.413771,0.536559
249,4.58766E+18,gas_transport,77.59,0,0,14,1,2019,0.75366,0.537909
250,6.59207E+15,misc_pos,75.85,0,0,46,1,2019,0.604536,0.547921
251,4.65849E+15,shopping_net,8.65,0,0,73,1,2019,0.899503,0.442549
252,5.01803E+11,misc_net,8.68,1,0,60,1,2019,0.526571,0.533104
253,4.5604E+18,grocery_pos,176.57,0,0,46,1,2019,0.28446,0.593425
254,4.97942E+15,gas_transport,49.1,0,0,83,1,2019,0.697109,0.704184
255,4.50254E+18,entertainment,1.25,0,0,92,1,2019,0.865893,0.518135
256,4.22599E+18,entertainment,3.14,1,0,52,1,2019,0.912698,0.118638
257,4.65849E+15,misc_net,1.53,0,0,73,1,2019,0.045358,0.385151
258,4.64289E+12,grocery_pos,56.83,1,0,28,1,2019,0.059108,0.249438
259,4.9883E+12,misc_pos,464.74,1,0,81,1,2019,0.027297,0.355194
260,5.45671E+15,shopping_net,6.32,0,0,57,1,2019,0.719079,0.621842
261,6.76195E+11,grocery_pos,78.08,0,0,35,1,2019,0.826627,0.662381
262,4.83962E+15,grocery_pos,123,1,0,63,1,2019,0.453694,0.966271
263,2.13181E+14,gas_transport,44.68,0,0,68,1,2019,0.047526,0.239981
264,4.85585E+18,grocery_pos,89.7,1,0,64,1,2019,0.61879,0.417927
265,3.50659E+15,gas_transport,69.3,1,0,17,1,2019,0.410895,0.387256
266,4.18653E+12,entertainment,51.64,0,0,52,1,2019,0.265545,0.221164
267,3.43819E+14,gas_transport,71.06,0,0,62,1,2019,0.096853,0.777074
268,3.7755E+14,entertainment,143.18,1,0,60,1,2019,0.581957,0.123376
269,3.56121E+15,misc_net,158.49,1,0,42,1,2019,0.001243,0.60075
270,3.51106E+15,gas_transport,61.08,0,0,59,1,2019,0.553918,0.614005
271,3.60781E+13,grocery_pos,145.21,1,0,92,1,2019,0.424005,0.244874
272,3.74498E+14,gas_transport,52.53,0,0,70,1,2019,0.831462,0.486828
273,2.13196E+14,gas_transport,58.23,1,0,49,1,2019,0.609297,0.640054
274,4.76943E+18,gas_transport,77.01,0,0,64,1,2019,0.061286,0.998375
275,3.51923E+15,grocery_pos,122.89,1,0,57,1,2019,0.736385,0.878282
276,3.8199E+13,grocery_pos,94.23,1,0,30,1,2019,0.745605,0.8516
277,2.72001E+15,gas_transport,67.36,1,0,38,1,2019,0.736343,0.19936
278,6.59789E+15,misc_net,8.93,1,0,54,1,2019,0.796831,0.938514
279,3.52182E+15,grocery_pos,111.81,1,0,40,1,2019,0.664519,0.25149
280,2.13113E+14,misc_pos,1.27,0,0,59,1,2019,0.598717,0.16271
281,3.49613E+14,grocery_pos,93.78,1,0,34,1,2019,0.876208,0.342003
282,4.92271E+15,misc_pos,3.43,0,0,77,1,2019,0.587354,0.566012
283,3.54756E+15,misc_pos,1.14,1,0,52,1,2019,0.766831,0.769411
284,4.35579E+18,shopping_pos,7.09,1,0,49,1,2019,0.923649,0.704095
285,3.59622E+15,gas_transport,47.65,0,0,30,1,2019,0.840684,0.230089
286,5.55986E+15,shopping_net,511.09,1,0,73,1,2019,0.800243,0.907943
287,3.89477E+13,grocery_net,73.77,0,0,39,1,2019,0.014073,0.317596
288,6.50698E+15,gas_transport,68.23,0,0,33,1,2019,0.083227,0.098615
289,3.58364E+15,grocery_pos,205.79,0,0,34,1,2019,0.613105,0.768216
290,4.04851E+15,grocery_pos,68.96,0,0,45,1,2019,0.183862,0.746518
291,4.09971E+15,grocery_pos,62.03,1,0,43,1,2019,0.944259,0.159535
292,4.45237E+15,grocery_net,30.69,0,0,40,1,2019,0.3695,0.806141
293,4.64685E+18,misc_pos,1.1,0,0,28,1,2019,0.25359,0.125633
294,4.1714E+15,grocery_net,72.9,0,0,84,1,2019,0.247215,0.466414
295,3.50604E+15,gas_transport,54.04,0,0,59,1,2019,0.178008,0.38702
296,5.71844E+11,shopping_net,909.66,0,0,66,1,2019,0.830618,0.55398
297,4.04504E+18,grocery_pos,103.31,0,0,90,1,2019,0.417856,0.237592
298,4.40001E+18,grocery_net,105.38,0,0,38,1,2019,0.225601,0.844852
299,4.86229E+12,gas_transport,66.73,0,0,62,1,2019,0.038026,0.264916
300,3.5296E+15,grocery_pos,92.62,0,0,32,1,2019,0.359323,0.84686
301,2.28406E+15,misc_pos,75.6,1,0,49,1,2019,0.792236,0.977649
302,3.03284E+13,shopping_pos,2.49,0,0,64,1,2019,0.976375,0.732016
303,4.2554E+18,shopping_net,2.87,1,0,66,1,2019,0.963674,0.227881
304,2.13187E+14,shopping_net,87.91,1,0,45,1,2019,0.06945,0.77973
305,4.11976E+15,gas_transport,75.1,0,0,73,1,2019,0.399499,0.138213
306,4.31958E+18,shopping_pos,2.9,0,0,58,1,2019,0.110805,0.484743
307,4.9883E+12,gas_transport,57.43,1,0,81,1,2019,0.115731,0.535015
308,3.74238E+14,grocery_pos,122.86,1,0,76,1,2019,0.894175,0.990309
309,2.13127E+14,misc_net,7.77,1,0,47,1,2019,0.751751,0.339561
310,4.50538E+12,entertainment,23.89,0,0,85,1,2019,0.507948,0.31993
311,2.71391E+15,gas_transport,46.24,0,0,54,1,2019,0.283183,0.86679
312,2.13161E+14,gas_transport,68.34,0,0,55,1,2019,0.188022,0.508497
313,3.4879E+14,gas_transport,84.58,0,0,68,1,2019,0.143447,0.927223
314,6.01193E+15,shopping_pos,123.51,1,0,44,1,2019,0.061387,0.810716
315,3.57758E+15,grocery_net,68.07,0,0,35,1,2019,0.271157,0.946298
316,4.72724E+15,shopping_net,494.44,0,0,89,1,2019,0.870799,0.478045
317,4.31958E+18,shopping_net,8.61,0,0,58,1,2019,0.635163,0.946287
318,4.58626E+12,shopping_net,9.52,0,0,65,1,2019,0.345554,0.170654
319,3.74125E+14,misc_pos,208.08,1,0,48,1,2019,0.504654,0.529763
320,3.77896E+14,food_dining,30.12,0,0,54,1,2019,0.366772,0.974558
321,3.0082E+13,shopping_pos,5.15,0,0,84,1,2019,0.003112,0.738092
322,3.4506E+14,grocery_pos,132.23,1,0,58,1,2019,0.443626,0.283399
323,4.45773E+18,misc_pos,35,1,0,31,1,2019,0.152415,0.682547
324,4.67173E+15,misc_net,5.88,1,0,63,1,2019,0.073062,0.103278
325,1.80068E+14,grocery_pos,203.26,0,0,42,1,2019,0.667299,0.299411
326,3.00747E+13,grocery_pos,208.58,0,0,25,1,2019,0.796311,0.88379
327,2.24254E+15,gas_transport,57.69,1,0,22,1,2019,0.217374,0.590422
328,3.53409E+15,shopping_net,9.46,1,0,52,1,2019,0.403369,0.781443
329,4.92271E+15,shopping_net,1.91,0,0,77,1,2019,0.808124,0.527162
330,4.14761E+15,misc_net,4.86,1,0,74,1,2019,0.893897,0.430722
331,3.89477E+13,grocery_pos,74.47,0,0,39,1,2019,0.115028,0.055936
332,2.28507E+15,grocery_pos,49.58,1,0,30,1,2019,0.595942,0.838207
333,3.5433E+15,misc_pos,56.98,0,0,41,1,2019,0.986396,0.760247
334,3.77655E+14,misc_net,8.34,1,0,49,1,2019,0.978909,0.543141
335,2.28507E+15,gas_transport,81.72,1,0,30,1,2019,0.01985,0.416188
336,3.03447E+13,grocery_pos,123.9,0,0,51,1,2019,0.583258,0.146799
337,6.01144E+15,grocery_pos,185.98,0,0,25,1,2019,0.207929,0.46396
